Area,PA_ratio,Solidity,Circularity,EquivDiameter,ConvexArea,Extent,FilledArea,Major axis length,Minor axis length,Mean,Standard Deviation,Shannon_Entropy,lbp_energy,lbp_entropy,gabor_energy,gabor_entropy,correlation,dissimilarity,homogeneity,contrast,energy,brightness,Image
110307.0,0.016012882631952108,0.9705680498363425,0.44429123934898623,374.7629043289925,113652.0,0.9705680498363425,113652.0,431.23110850706513,360.2088423265074,0.9995624628723905,0.016799943830865027,0.007980582560683876,0.964858650546709,0.146701163797949,475.25470082788274,29012.023630329142,0.9719674774701794,0.0016065958705189659,0.9991967020647405,0.0016065958705189659,0.9700949077986539,0.9995624628723905,3554_2012-03-28_13_59_56.0_slice37.png
110062.0,0.01631836173513634,0.968412346461127,0.42876502445181963,374.34648492091054,113652.0,0.968412346461127,113652.0,431.69992049137016,360.4741278728426,0.999507991986654,0.017876610311460116,0.008694804149043662,0.9636528985332946,0.15235666190624067,475.5143012432319,29013.876754570305,0.969794872176429,0.0018537644659834221,0.9990731177670084,0.0018537644659834221,0.9678724933658437,0.999507991986654,3554_2012-03-28_13_59_56.0_slice38.png
113568.0,0.01428033326822218,0.9992609016999261,0.542596765432589,380.2621051544355,113652.0,0.9992609016999261,113652.0,426.2158979223516,355.74762265668596,0.9995380635624538,0.020070529551726363,0.0033127932878326805,0.9676961078864803,0.13652002779902755,476.345463079808,29022.448224750617,-0.0007420560252299047,0.0014830115727867378,0.9992584942136067,0.0014830115727867378,0.9985175390745094,0.9995380635624538,3554_2012-03-28_13_59_56.0_slice39.png
113652.0,0.011878365536902122,1.0,0.7836450771265562,380.4027086368349,113652.0,1.0,113652.0,426.0829340241952,355.6458913020084,1.0,0.0,0.0,0.9765246264156485,0.09334886043290536,473.1495901024918,28995.524077951995,1.0,0.0,1.0,0.0,1.0,1.0,3554_2012-03-28_13_59_56.0_slice40.png
109117.0,0.017206567299097614,0.9600974905852955,0.3889815225292146,372.7359379009042,113652.0,0.9600974905852955,113652.0,433.4490063498816,361.6008558234309,0.9993889773030207,0.01982567998679768,0.010408675309817336,0.9610096459846873,0.16318827520279966,476.0235645438183,29018.236833220093,0.9694495358598693,0.0023481016569123344,0.9988259491715439,0.0023481016569123344,0.9595820140074991,0.9993889773030207,3554_2012-03-28_13_59_56.0_slice41.png
113562.0,0.014320584086047227,0.9992081089642065,0.5395794090681156,380.2520600591331,113652.0,0.9992081089642065,113652.0,426.22833080495235,355.7507613517837,0.9995060579664239,0.020745695743273382,0.0035487269374219247,0.967092690181179,0.13919601103809062,476.53590157614735,29024.14184005176,-0.0007951021706289254,0.0015889409708429332,0.9992055295145785,0.0015889409708429332,0.9984116912168184,0.9995060579664239,3554_2012-03-28_13_59_56.0_slice42.png
113652.0,0.011878365536902122,1.0,0.7836450771265562,380.4027086368349,113652.0,1.0,113652.0,426.0829340241952,355.6458913020084,1.0,0.0,0.0,0.9765246264156485,0.09334886043290536,473.1495901024918,28995.524077951995,1.0,0.0,1.0,0.0,1.0,1.0,3554_2012-03-28_13_59_56.0_slice43.png
113571.0,0.014187945348171195,0.9992872980677858,0.5496717286682742,380.26712760258044,113652.0,0.9992872980677858,113652.0,426.2152008326814,355.7413613725197,0.9995644599303136,0.01940240909647482,0.0031925284900092875,0.9681417995596925,0.13488566651744385,476.0855965658551,29020.643092791976,-0.0007155350612179993,0.0014300468737586398,0.9992849765631207,0.0014300468737586398,0.998570465116796,0.9995644599303136,3554_2012-03-28_13_59_56.0_slice44.png
113652.0,0.011878365536902122,1.0,0.7836450771265562,380.4027086368349,113652.0,1.0,113652.0,426.0829340241952,355.6458913020084,1.0,0.0,0.0,0.9765246264156485,0.09334886043290536,473.1495901024918,28995.524077951995,1.0,0.0,1.0,0.0,1.0,1.0,3651_2012-02-15_14_08_37.0_slice37.png
113571.0,0.014286311769839173,0.9992872980677858,0.5421284104525242,380.26712760258044,113652.0,0.9992872980677858,113652.0,426.21208791238024,355.7482392518522,0.9995852470700032,0.0187421115948208,0.003192882024321406,0.9681593314872142,0.13486094564790552,475.84687985050806,29018.199894178968,-0.0007155350612179993,0.0014300468737586398,0.9992849765631207,0.0014300468737586398,0.998570465116796,0.9995852470700032,3651_2012-02-15_14_08_37.0_slice38.png
113652.0,0.011878365536902122,1.0,0.7836450771265562,380.4027086368349,113652.0,1.0,113652.0,426.0829340241952,355.6458913020084,1.0,0.0,0.0,0.9765246264156485,0.09334886043290536,473.1495901024918,28995.524077951995,1.0,0.0,1.0,0.0,1.0,1.0,3651_2012-02-15_14_08_37.0_slice39.png
110240.0,0.016445955116482704,0.9699785309541407,0.421456210711909,374.64907234851705,113652.0,0.9699785309541407,113652.0,431.7016495794413,360.0846869124722,0.9994873744376234,0.018412393444629395,0.00918092876170622,0.9627746978870617,0.1561956234589491,475.66733242794425,29015.593822024653,0.9643421914283086,0.0020832781617718455,0.998958360919114,0.0020832781617718455,0.9692764743346074,0.9994873744376234,3651_2012-02-15_14_08_37.0_slice40.png
113574.0,0.014505483146274227,0.9993136944356457,0.5258556503855705,380.27214998439126,113652.0,0.9993136944356457,113652.0,426.2114024479321,355.74056519675634,0.9995839272516102,0.01893344021738806,0.0030757990353070803,0.9684186265089544,0.13362461559205896,476.0123196436364,29019.874634480606,-0.0006890155028488142,0.001377082174730542,0.9993114589126348,0.001377082174730542,0.9986233925677451,0.9995839272516102,3651_2012-02-15_14_08_37.0_slice41.png
