Area,PA_ratio,Solidity,Circularity,EquivDiameter,ConvexArea,Extent,FilledArea,Major axis length,Minor axis length,Mean,Standard Deviation,Shannon_Entropy,lbp_energy,lbp_entropy,gabor_energy,gabor_entropy,correlation,dissimilarity,homogeneity,contrast,energy,brightness,Image
110893.0,0.015831688315625085,0.9757241403582867,0.4521174495690498,375.7570396337458,113652.0,0.9757241403582867,113652.0,430.31278401312585,359.4012977952511,0.995535721395136,0.031804882130890715,0.03154526964401874,0.9352883561207839,0.2798082386330856,471.85329356385273,28925.86327625631,0.9310535644229655,0.0032661564400660293,0.998366921779967,0.0032661564400660293,0.9743572936927224,0.995535721395136,3554_2012-03-28_13_59_56.0_slice37.png
111299.0,0.017640022341265996,0.979296448808644,0.3628443292486054,376.44426956653075,113652.0,0.979296448808644,113652.0,429.71883858047556,358.7956540289889,0.9947166126881478,0.052798081034465844,0.04202450355503721,0.9360793382611212,0.27561418649975106,475.74111637998243,28953.46162814339,0.8337643773937126,0.006708861876892384,0.9966455690615538,0.006708861876892384,0.9762062284195161,0.9947166126881478,3554_2012-03-28_13_59_56.0_slice38.png
110357.0,0.018398959119497738,0.9710079893006722,0.3363748129165235,374.84783104392955,113652.0,0.9710079893006722,113652.0,431.33624871790505,359.962486033181,0.9939464612023999,0.04879618429282316,0.057328741143983154,0.9249915552292847,0.3176405871889145,476.23697432963166,28948.35393356891,0.8673089535195497,0.007450367663285753,0.996274816168357,0.007450367663285753,0.9677070364041742,0.9939464612023999,3554_2012-03-28_13_59_56.0_slice40.png
110084.0,0.01664008555801648,0.968605919825432,0.4122631833822812,374.3838966123218,113652.0,0.968605919825432,113652.0,431.9542724668317,360.28907902910436,0.9943449964218121,0.03865129401461974,0.058678729267226164,0.9252909638177317,0.3149751841989026,474.7714070162988,28943.262705022167,0.9445925083846487,0.0033720858381222248,0.9983139570809388,0.0033720858381222248,0.9673569866557339,0.9943449964218121,3554_2012-03-28_13_59_56.0_slice43.png
110356.0,0.017076548322919563,0.9709991905113856,0.39049342940330406,374.8461326981961,113652.0,0.9709991905113856,113652.0,431.55676867297626,359.9442684454994,0.9953526996125273,0.029228354405410877,0.05365622319302336,0.9274767240714413,0.3075131975238648,471.20119644114027,28921.811801910397,0.93593954142065,0.003619254433586681,0.9981903727832067,0.003619254433586681,0.9694825244699652,0.9953526996125273,3554_2012-03-28_13_59_56.0_slice44.png
111082.0,0.017652373943913943,0.977387111533453,0.3630445619062359,376.077113247099,113652.0,0.977387111533453,113652.0,430.1787948532736,359.09976333886175,0.99552149907768,0.03176666561863856,0.04850364467404342,0.9221835626698477,0.3226658016091672,471.8405795434684,28921.873606236193,0.687462124262048,0.013859096245685584,0.9930704518771573,0.013859096245685584,0.970561304030855,0.99552149907768,3651_2012-02-15_14_08_37.0_slice38.png
110877.0,0.019269975857884588,0.9755833597297012,0.30521512838881865,375.7299309365713,113652.0,0.9755833597297012,113652.0,430.606672100288,359.2555779745693,0.9933162889251097,0.05509016363044878,0.05099521819899724,0.930245213742821,0.2989642772996436,473.8015764642495,28904.637534579986,0.8099630523263116,0.009021653734452654,0.9954891731327736,0.009021653734452654,0.9713838479838739,0.9933162889251097,3651_2012-02-15_14_08_37.0_slice40.png
111349.0,0.019293927409688758,0.9797363882729736,0.30316723475324026,376.5288170468704,113652.0,0.9797363882729736,113652.0,429.85299599952276,358.5979804182877,0.994801177058825,0.04652084571498625,0.04444612463423068,0.9311839748519076,0.30002451267889574,474.00476928773355,28938.649301060246,0.7480622382540011,0.009992673216634447,0.9950036633916828,0.009992673216634447,0.974907133646537,0.994801177058825,3651_2012-02-15_14_08_37.0_slice41.png
111305.0,0.018360161513057933,0.9793492415443635,0.33492085819096884,376.45441626676035,113652.0,0.9793492415443635,113652.0,429.9781620411187,358.6108658932674,0.9938843336566661,0.059948360068704326,0.04400468769242828,0.9326306315410736,0.29056987343338975,478.8400820928215,28970.809298037668,0.7772974490831116,0.009021653734452654,0.9954891731327736,0.009021653734452654,0.9749614638321901,0.9938843336566661,3651_2012-02-15_14_08_37.0_slice42.png
111350.0,0.017728815834081434,0.9797451870622602,0.35905434403520164,376.53050780283445,113652.0,0.9797451870622602,113652.0,429.9393766209704,358.5490156786937,0.9964157635026573,0.03039948937725653,0.04224145847637814,0.9332200075083673,0.28956660489802344,473.51669872067674,28952.48189266948,0.8113879759884884,0.007503332362313851,0.996248333818843,0.007503332362313851,0.9760999605218464,0.9964157635026573,3651_2012-02-15_14_08_37.0_slice44.png
110973.0,0.015630024546623097,0.9764280435012143,0.46352505823823054,375.89255379415965,113652.0,0.9764280435012143,113652.0,430.34914332992713,359.29251157787843,0.995976690207978,0.0306104709903098,0.04405184120378501,0.9378088147257297,0.2668025001006893,473.84395540442915,28954.34320008124,0.9460346333467408,0.002489340854320595,0.9987553295728396,0.002489340854320595,0.9753913913734855,0.995976690207978,3754_2012-10-24_14_38_49.0_slice37.png
111176.0,0.01619615215860089,0.9782141977263928,0.4308986397473897,376.2362019070951,113652.0,0.9782141977263928,113652.0,430.0309684916338,358.999290161202,0.9962486192414157,0.027083953141472168,0.04097422645737656,0.9384174411606901,0.2669672406659764,471.29135087315694,28932.354711235428,0.9322840848034349,0.002895403546869345,0.9985522982265653,0.002895403546869345,0.976910888791476,0.9962486192414157,3754_2012-10-24_14_38_49.0_slice38.png
